Part Number,Part Description,Vendor Name,Customer Part Number,Vendor Part Number,EANUPC Code,Plant,Vendor Number,Size,Weight,Volume,Unit,Category ID,Availability Flag,Available Quantity,Backlog Information,Backlog ETA,License Flag,BOM Flag,Warranty Flag,Bulk Freight Flag,Material Long Description,Length,Width,Height,Dimension Unit,Weight Unit,Volume Unit,Category,Material Creation Reason code,Media Code,Material Language Code,Substitute Material,Superseded Material,Manufacturer Vendor Number,Sub-Category,Product Family,Purchasing Vendor,Material Change Code,Action code,Price Status,New Material Flag,Vendor Subrange,Case Qty,Pallet Qty,Direct Order identifier,Material Status,Discontinued / Obsoleted date,Release Date,Fulfilment type,Music Copyright Fees,Recycling Fees,Document Copyright Fees,Battery Fees,Tax Percent,Discount in Percent,Customer Reservation Number,Customer Reservation Qty,Agreement ID,Level ID,Period,Points,Company code,Company code Currency,Customer Currency Code,Customer Price Change Flag,Substitute Flag,Availability (Local Stock),Availability (Central Stock),Creation Reason Type,Creation Reason Value,Plant 01 Available Quantity,Plant 02 Available Quantity,VAT Rate,Product Group,MRP Controller,Shipping Country,Local Stock Backlog Quantity,Local Stock Backlog ETA,Central Stock Backlog Quantity,Central Stock Backlog ETA,Total Fees,Category Description,Sub-Category Description,Category ID Description
4490845,416X CYAN LASERJET TONER CARTRIDGE,HP,,W2041X,192018000000,NZ01,500066,,0.7,4.992,EA,1243,,0,45,20201102,,,,,416X CYAN LASERJET TONER CARTRIDGE,11,36.6,12.4,CM,KG,CDM,10,A,,,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,A,,475447,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4490847,416A YELLOW LASERJET TONER CARTRIDGE,HP,,W2042A,192018000000,NZ01,500066,,0.65,4.694,EA,1243,,0,140,20210813,,,,,416A YELLOW LASERJET TONER CARTRIDGE,36.4,10.4,12.4,CM,KG,CDM,10,A,,,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,A,,475447,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4490848,416X YELLOW LASERJET TONER CARTRIDGE,HP,,W2042X,192018000000,NZ01,500066,,0.9,4.858,EA,1243,,3,38,20201102,,,,,416X YELLOW LASERJET TONER CARTRIDGE,36.2,11,12.2,CM,KG,CDM,10,A,,,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,A,,475447,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,3,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4490850,416A MAGENTA LASERJET TONER CARTRIDGE,HP,,W2043A,192018000000,NZ01,500066,,1,4.694,EA,1243,,58,50,20200924,,,,,416A MAGENTA LASERJET TONER CARTRIDGE,36.4,10.4,12.4,CM,KG,CDM,10,A,,,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,A,,475447,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,58,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4490851,416X MAGENTA LASERJET TONER CARTRIDGE,HP,,W2043X,192018000000,NZ01,500066,,1.05,4.858,EA,1243,,0,20,20200929,,,,,416X MAGENTA LASERJET TONER CARTRIDGE,36.2,11,12.2,CM,KG,CDM,10,A,,,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,A,,475447,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4630026,HP 659X Black LaserJet Toner,HP,,W2010X,192546000000,NZ01,500066,,1.17,0,EA,1243,,0,2,20200924,,,,,HP 659X Black LaserJet Toner,0,0,0,,KG,,10,C,,NS,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,475447,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4630027,HP 659X Cyan LaserJet Toner,HP,,W2011X,192546000000,NZ01,500066,,1.17,0,EA,1243,,0,2,20200924,,,,,HP 659X Cyan LaserJet Toner,0,0,0,,KG,,10,C,,NS,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,475447,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4630028,HP 659X Yellow LaserJet Toner,HP,,W2012X,192546000000,NZ01,500066,,1.17,0,EA,1243,,0,2,20200924,,,,,HP 659X Yellow LaserJet Toner,0,0,0,,KG,,10,C,,NS,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,475447,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4630029,HP 659X Magenta LaserJet Toner,HP,,W2013X,192546000000,NZ01,500066,,1.17,0,EA,1243,,0,2,20200924,,,,,HP 659X Magenta LaserJet Toner,0,0,0,,KG,,10,C,,NS,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,475447,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4632869,HP 659A Black LaserJet Toner Cartridge,HP,,W2010A,192546000000,NZ01,500066,,1.17,0,EA,1243,,0,0,,,,,,HP 659A Black LaserJet Toner Cartridge,0,0,0,,KG,,10,C,,NS,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,475447,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4632870,HP 659A Cyan LaserJet Toner Cartridge,HP,,W2011A,192546000000,NZ01,500066,,1.17,0,EA,1243,,0,0,,,,,,HP 659A Cyan LaserJet Toner Cartridge,0,0,0,,KG,,10,C,,NS,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,475447,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4632871,HP 659A Yellow LaserJet Toner Cartridge,HP,,W2012A,192546000000,NZ01,500066,,1.17,0,EA,1243,,0,0,,,,,,HP 659A Yellow LaserJet Toner Cartridge,0,0,0,,KG,,10,C,,NS,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,475447,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4632872,HP 659A Magenta LaserJet Toner Cartridge,HP,,W2013A,192546000000,NZ01,500066,,1.17,0,EA,1243,,0,0,,,,,,HP 659A Magenta LaserJet Toner Cartridge,0,0,0,,KG,,10,C,,NS,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,475447,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4729985,215A BLK ORIGINAL LASERJET TONER CRTG,HP,,W2310A,193905000000,NZ01,500066,,1.17,0,EA,1243,,0,0,,,,,,215A BLK ORIGINAL LASERJET TONER CRTG,0,0,0,,KG,,10,C,,,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,475447,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4729986,215A CYN ORIGINAL LASERJET TONER CRTG,HP,,W2311A,193905000000,NZ01,500066,,1.17,0,EA,1243,,0,0,,,,,,215A CYN ORIGINAL LASERJET TONER CRTG,0,0,0,,KG,,10,C,,,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,475447,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4729987,215A YLW ORIGINAL LASERJET TONER CRTG,HP,,W2312A,193905000000,NZ01,500066,,1.17,0,EA,1243,,0,0,,,,,,215A YLW ORIGINAL LASERJET TONER CRTG,0,0,0,,KG,,10,C,,,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,475447,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4729988,215A MGN ORIGINAL LASERJET TONER CRTG,HP,,W2313A,193905000000,NZ01,500066,,1.17,0,EA,1243,,0,0,,,,,,215A MGN ORIGINAL LASERJET TONER CRTG,0,0,0,,KG,,10,C,,,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,475447,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4730669,206X BLACK ORIGINAL LJ TONER CRTG,HP,,W2110X,193905000000,NZ01,500066,,0.95,4.24,EA,1243,,0,320,20210813,,,,,206X BLACK ORIGINAL LASERJET TONER CRTG,36.4,10.4,11.2,CM,KG,CDM,10,B,,,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,B,,450910,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4730670,206X CYAN ORIGINAL LJ TONER CRTG,HP,,W2111X,193905000000,NZ01,500066,,0.65,3.811,EA,1243,,43,300,20210813,,,,,206X CYAN ORIGINAL LASERJET TONER CRTG,36.2,11.2,9.4,CM,KG,CDM,10,B,,,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,B,,450910,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,43,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4730671,206X YELLOW ORIGINAL LJ TONER CRTG,HP,,W2112X,193905000000,NZ01,500066,,0.7,3.973,EA,1243,,44,300,20210813,,,,,206X YELLOW ORIGINAL LASERJET TONER CRTG,36.2,9.8,11.2,CM,KG,CDM,10,B,,,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,B,,450910,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,44,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4730672,206X MAGENTA ORIGINAL LJ TONER CRTG,HP,,W2113X,193905000000,NZ01,500066,,0.65,4.077,EA,1243,,64,300,20210813,,,,,206X MAGENTA ORIGINAL LASERJET TONER CRTG,36.4,10,11.2,CM,KG,CDM,10,B,,,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,B,,450910,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,64,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4783958,206A BLACK ORIGINAL LJ TONER CRTG,HP,,W2110A,193905000000,NZ01,500066,,0.5,0,EA,1243,,0,200,20210813,,,,,206A BLACK ORIGINAL LASERJET TONER CRTG,0,0,0,,KG,,10,B,,,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,B,,450910,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4783959,206A CYAN ORIGINAL LJ TONER CRTG,HP,,W2111A,193905000000,NZ01,500066,,0.65,2.832,EA,1243,,26,30,20210813,,,,,206A CYAN ORIGINAL LASERJET TONER CRTG,35.8,8.6,9.2,CM,KG,CDM,10,B,,,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,B,,450910,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,26,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4783960,206A YELLOW ORIGINAL LJ TONER CRTG,HP,,W2112A,193905000000,NZ01,500066,,0.65,2.832,EA,1243,,23,30,20210813,,,,,206A YELLOW ORIGINAL LASERJET TONER CRTG,35.8,8.6,9.2,CM,KG,CDM,10,B,,,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,B,,450910,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,23,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4783961,206A MAGENTA ORIGINAL LJ TONER CRTG,HP,,W2113A,193905000000,NZ01,500066,,0.65,2.915,EA,1243,,24,30,20210813,,,,,206A MAGENTA ORIGINAL LASERJET TONER CRTG,36,8.8,9.2,CM,KG,CDM,10,B,,,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,B,,450910,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,24,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4799169,143A Black Toner,HP,,W1143A,193906000000,NZ01,500066,,0.35,0.889,EA,1243,,36,0,,,,,,HP 143A Neverstop Toner Reload Kit EEA + CH + UK,35.8,5.4,4.6,CM,KG,CDM,10,C,,NS,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,450910,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,36,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4799170,143AD Black Toner - Dual Pack,HP,,W1143AD,193906000000,NZ01,500066,,0.999,0,EA,1243,,0,45,20200917,,,,,HP 143AD Neverstop Toner Reload Kit 2-Pack EEA + CH + UK,0,0,0,CM,KG,L,10,C,,NS,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,450910,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
4799171,144A Black - Laser Imaging Drum,HP,,W1144A,193906000000,NZ01,500066,,2.25,19.175,EA,1243,,10,21,20200917,,,,,HP 144A Imaging Drum Cartridge EEA + CH + UK,38,29,17.4,CM,KG,CDM,10,C,,NS,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,450910,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,10,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Laser Printer Supplies
1170728,Vivid Photo Media Glossy 4x6 Master Cart,HP,,CG937A,884962000000,NZ01,500066,,0.5,0,EA,1245,,0,0,,,,,,HP Vivid Photo Media Glossy 4x6 Master Carton,0,0,0,,KG,,10,C,,,,2074697,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,450904,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Plotter Supplies & Media
2484086,TONER CARTRIDGE HP 25X LASERJET BLACK,HP,,CF325X,886113000000,NZ01,500066,,5.25,41.114,EA,1247,,0,4,20210813,,,,,TONER CARTRIDGE HP 25X LASERJET BLACK,58.4,17.6,40,CM,KG,CDM,10,C,,,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,475447,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Solid Ink Printer Supplies
1491066,EVERYDAY PHOTO PAPER GLOSS QUAL A4 200GR,HP,,Q5451A,829160000000,NZ01,500066,,0.4,0.141,EA,1257,,389,0,,,,,,Everyday Photo Paper Gloss Qual A4 200Gr 25 Sheets,31.2,22.6,0.2,CM,KG,CDM,10,C,,,,,500066,174,HP Supplies & Media Office Supplies,103300,NEW,NEW,C,,450904,0,0,,,20200409,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,389,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Office Supplies,Paper/Envelopes
4860484,EVERYDAY 10X15 GLS 100SHT FSC PHT PPR,HP,,9RR54A,194722000000,NZ01,500066,,0.5,0,EA,1257,,0,30,20200917,,,,,EVERYDAY 10X15 GLS 100SHT FSC PHT PPR,0,0,0,,KG,,10,C,,,,,500066,174,HP Supplies & Media Office Supplies,103300,NEW,NEW,C,,450904,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Office Supplies,Paper/Envelopes
3729452,HP 804 TRI-COLOR ORIGINAL INK CARTRIDGE,HP,,T6N09AA,190781000000,NZ01,500066,,0.04,0.145,EA,1266,,0,1620,20210813,,,,,HP 804 TRI-COLOR ORIGINAL INK CARTRIDGE,11,6,2.2,CM,KG,CDM,10,A,,,,,500066,175,HP Supplies & Media Media & Cleaning Cart,103300,NEW,NEW,A,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Media & Cleaning Cartridges,Removable Cartridge Media
3729453,HP 804 BLACK ORIGINAL INK CARTRIDGE,HP,,T6N10AA,190781000000,NZ01,500066,,0.5,0.251,EA,1266,,1143,1380,20210813,,,,,HP 804 BLACK ORIGINAL INK CARTRIDGE,6,11,3.8,CM,KG,CDM,10,A,,,,,500066,175,HP Supplies & Media Media & Cleaning Cart,103300,NEW,NEW,A,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,1143,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Media & Cleaning Cartridges,Removable Cartridge Media
3729454,HP 804XL TRI-COLOR ORIGINAL INK CRTG,HP,,T6N11AA,190781000000,NZ01,500066,,0.04,0.224,EA,1266,,63,1260,20210813,,,,,HP 804XL TRI-COLOR ORIGINAL INK CRTG,11,6,3.4,CM,KG,CDM,10,A,,,,,500066,175,HP Supplies & Media Media & Cleaning Cart,103300,NEW,NEW,A,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,59,4,,,Z01,NZ,0,,0,,0,Supplies & Media,Media & Cleaning Cartridges,Removable Cartridge Media
3729455,HP 804XL BLACK ORIGINAL INK CARTRIDGE,HP,,T6N12AA,190781000000,NZ01,500066,,0.04,0.211,EA,1266,,676,1200,20210813,,,,,HP 804XL BLACK ORIGINAL INK CARTRIDGE,11,6,3.2,CM,KG,CDM,10,A,,,,,500066,175,HP Supplies & Media Media & Cleaning Cart,103300,NEW,NEW,A,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,676,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Media & Cleaning Cartridges,Removable Cartridge Media
4690897,READY DEPLOY SERVICE,HP,,1KE79AA,,NZ01,500066,,0.999,0,EA,1273,,0,0,,,,,,READY DEPLOY SERVICE,0,0,0,CM,KG,L,12,N,,,,,500066,178,HP Services & Warranties Warranties,103300,NEW,NEW,N,,450851,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Services & Warranties,Warranties,Extended Warranties
4690898,READY DEPLOY PLUS SERVICE,HP,,1KE80AA,,NZ01,500066,,0.999,0,EA,1273,,0,0,,,,,,READY DEPLOY PLUS SERVICE,0,0,0,CM,KG,L,12,N,,,,,500066,178,HP Services & Warranties Warranties,103300,NEW,NEW,N,,450851,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Services & Warranties,Warranties,Extended Warranties
3096283,SCANJET PRO 3500 F1 FLATBED SCANNER,HP,,L2741A,888793000000,NZ01,500066,,5.58,0,EA,1530,,0,0,,,,,,SCANJET PRO 3500 F1 FLATBED SCANNER / 25 PPM 50 IPM / ADF UP TO 600 DPI FLATBED UP TO 1200 DPI / RDDC 3000 PAGES / ADF CAPACITY 50 SHEETS / USB / ADF SINGLE PASS E-DUPLEX,0,0,0,,KG,,17,C,,,,,500066,205,HP Cameras & Scanners Scanners,103300,NEW,NEW,C,,450770,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Cameras & Scanners,Scanners,Home/Office Scanners
3096284,SCANJET PRO 2500 F1 FLATBED SCANNER,HP,,L2747A,888793000000,NZ01,500066,,4.3,0,EA,1530,,0,0,,,,,,SCANJET PRO 2500 F1 FLATBED SCANNER / 20 PPM 40 IPM / ADF UP TO 600 DPI FLATBED UP TO 1200 DPI / RDDC 1500 PAGES / ADF CAPACITY 50 SHEETS / USB / ADF SINGLE PASS E-DUPLEX,0,0,0,,KG,,17,C,,,,,500066,205,HP Cameras & Scanners Scanners,103300,NEW,NEW,C,,450770,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Cameras & Scanners,Scanners,Home/Office Scanners
3147261,SCANJET PRO 4500 FN1 NETWORK SCANNER,HP,,L2749A,889894000000,NZ01,500066,,5.98,0,EA,1530,,0,0,,,,,,SCANJET PRO 4500 FN1 NETWORK SCANNER / 30 PPM 60 IPM / ADF UP TO 600 DPI FLATBED UP TO 1200 DPI / RDDC 4000 PAGES / USB / NIC / ADF SINGLE PASS DUPLEX,0,0,0,,KG,,17,C,,,,,500066,205,HP Cameras & Scanners Scanners,103300,NEW,NEW,C,,450770,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Cameras & Scanners,Scanners,Home/Office Scanners
3390371,SCANJET PRO 3000 S3 SHEET FEED SCANNER,HP,,L2753A,,NZ01,500066,,3.4,0,EA,1530,,0,0,,,,,,SCANJET PRO 3000 S3 SHEET FEED SCANNER / 35 PPM 70 IPM / ADF UP TO 600 DPI / RDDC 3500 PAGES / ADF CAPACITY 50 SHEETS / USB,0,0,0,,KG,,17,C,,,,,500066,205,HP Cameras & Scanners Scanners,103300,NEW,NEW,C,,450770,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Cameras & Scanners,Scanners,Home/Office Scanners
4011437,DIGITAL SENDER FLOW 8500 FN2 SCANNER,HP,,L2762A,190782000000,NZ01,500066,,17.5,0,EA,1530,,0,0,,,,,,DIGITAL SENDER FLOW 8500 FN2 SCANNER,0,0,0,,KG,,17,C,,,,,500066,205,HP Cameras & Scanners Scanners,103300,NEW,NEW,C,,450770,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Cameras & Scanners,Scanners,Home/Office Scanners
4011438,SCANJET ENT FLOW N9120 FN2 SCANNER,HP,,L2763A,,NZ01,500066,,21.4,0,EA,1530,,0,0,,,,,,SCANJET ENT FLOW N9120 FN2 SCANNER,0,0,0,,KG,,17,C,,,,,500066,205,HP Cameras & Scanners Scanners,103300,NEW,NEW,C,,450770,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Cameras & Scanners,Scanners,Home/Office Scanners
4874438,ScanJet Pro 2000 s2,HP,,6FW06A,,NZ01,500066,,0.999,0,EA,1530,,0,0,,,,,,ScanJet Pro 2000 s2 Scanner,0,0,0,CM,KG,L,17,C,,,,,500066,205,HP Cameras & Scanners Scanners,103300,NEW,NEW,C,,450770,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Cameras & Scanners,Scanners,Home/Office Scanners
4874439,ScanJet Pro 3000 s4,HP,,6FW07A,,NZ01,500066,,0.999,0,EA,1530,,0,0,,,,,,ScanJet Pro 3000 s4 Scanner,0,0,0,CM,KG,L,17,C,,,,,500066,205,HP Cameras & Scanners Scanners,103300,NEW,NEW,C,,450770,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Cameras & Scanners,Scanners,Home/Office Scanners
4874440,ScanJet Pro N4000 snw1,HP,,6FW08A,,NZ01,500066,,0.999,0,EA,1530,,0,0,,,,,,ScanJet Pro N4000 snw1 Scanner,0,0,0,CM,KG,L,17,C,,,,,500066,205,HP Cameras & Scanners Scanners,103300,NEW,NEW,C,,450770,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Cameras & Scanners,Scanners,Home/Office Scanners
